UNITNAME,ARCHIVE_PATH,ID
b'DES0752+1543',b'DEC/multiepoch/delve/r5918/DES0752+1543/p01',21650311
b'DES0753+1043',b'DEC/multiepoch/delve/r5918/DES0753+1043/p01',21650325
b'DES0754+1252',b'DEC/multiepoch/delve/r5918/DES0754+1252/p01',21650347
b'DES0755+2251',b'DEC/multiepoch/delve/r5918/DES0755+2251/p01',21650367
b'DES0756+1751',b'DEC/multiepoch/delve/r5918/DES0756+1751/p01',21650380
b'DES0758+0752',b'DEC/multiepoch/delve/r5918/DES0758+0752/p01',21650412
b'DES0800+2543',b'DEC/multiepoch/delve/r5918/DES0800+2543/p01',21650457
b'DES0802+1417',b'DEC/multiepoch/delve/r5918/DES0802+1417/p01',21650490
b'DES0804+1543',b'DEC/multiepoch/delve/r5918/DES0804+1543/p01',21650799
b'DES0721+1334',b'DEC/multiepoch/delve/r5918/DES0721+1334/p03',21649938
b'DES0751+0252',b'DEC/multiepoch/delve/r5918/DES0751+0252/p01',21650289
b'DES0803+1000',b'DEC/multiepoch/delve/r5918/DES0803+1000/p01',21650780
b'DES0804+0335',b'DEC/multiepoch/delve/r5918/DES0804+0335/p01',21650792
b'DES0814-0124',b'DEC/multiepoch/delve/r5918/DES0814-0124/p01',21651012
b'DES0823+1834',b'DEC/multiepoch/delve/r5918/DES0823+1834/p01',21652915
b'DES0843-2206',b'DEC/multiepoch/delve/r5918/DES0843-2206/p01',21653493
b'DES0845-0124',b'DEC/multiepoch/delve/r5918/DES0845-0124/p01',21653531
b'DES0846-2206',b'DEC/multiepoch/delve/r5918/DES0846-2206/p01',21653572
b'DES1111+0626',b'DEC/multiepoch/delve/r5918/DES1111+0626/p01',21657554
b'DES1111-1958',b'DEC/multiepoch/delve/r5918/DES1111-1958/p01',21657576
b'DES1113-0041',b'DEC/multiepoch/delve/r5918/DES1113-0041/p01',21657609
b'DES1114+0209',b'DEC/multiepoch/delve/r5918/DES1114+0209/p01',21657624
b'DES1116+0043',b'DEC/multiepoch/delve/r5918/DES1116+0043/p01',21657674
b'DES1116+0835',b'DEC/multiepoch/delve/r5918/DES1116+0835/p01',21657677
b'DES1116-1250',b'DEC/multiepoch/delve/r5918/DES1116-1250/p01',21657693
b'DES1117+1500',b'DEC/multiepoch/delve/r5918/DES1117+1500/p01',21657708
b'DES1117+2708',b'DEC/multiepoch/delve/r5918/DES1117+2708/p01',21657715
b'DES1117-0250',b'DEC/multiepoch/delve/r5918/DES1117-0250/p01',21657719
b'DES1118-0915',b'DEC/multiepoch/delve/r5918/DES1118-0915/p01',21657743
b'DES1119+0418',b'DEC/multiepoch/delve/r5918/DES1119+0418/p01',21657752
b'DES1119+2251',b'DEC/multiepoch/delve/r5918/DES1119+2251/p01',21657763
b'DES1119-1332',b'DEC/multiepoch/delve/r5918/DES1119-1332/p01',21657771
b'DES1120+0500',b'DEC/multiepoch/delve/r5918/DES1120+0500/p01',21657780
b'DES1120-1958',b'DEC/multiepoch/delve/r5918/DES1120-1958/p01',21657802
b'DES1121+2000',b'DEC/multiepoch/delve/r5918/DES1121+2000/p01',21657810
b'DES1121+2126',b'DEC/multiepoch/delve/r5918/DES1121+2126/p01',21657811
b'DES1122+1500',b'DEC/multiepoch/delve/r5918/DES1122+1500/p01',21657835
b'DES1124-0541',b'DEC/multiepoch/delve/r5918/DES1124-0541/p01',21657892
b'DES1124-1832',b'DEC/multiepoch/delve/r5918/DES1124-1832/p01',21657896
b'DES1125-1041',b'DEC/multiepoch/delve/r5918/DES1125-1041/p01',21657925
b'DES1126-0958',b'DEC/multiepoch/delve/r5918/DES1126-0958/p01',21657949
b'DES1127+0709',b'DEC/multiepoch/delve/r5918/DES1127+0709/p01',21657956
b'DES1127+2834',b'DEC/multiepoch/delve/r5918/DES1127+2834/p01',21657965
b'DES1128+0626',b'DEC/multiepoch/delve/r5918/DES1128+0626/p01',21657982
b'DES1129-1541',b'DEC/multiepoch/delve/r5918/DES1129-1541/p01',21658024
b'DES1130+0001',b'DEC/multiepoch/delve/r5918/DES1130+0001/p01',21658028
b'DES1130+1834',b'DEC/multiepoch/delve/r5918/DES1130+1834/p01',21658037
b'DES1130+2000',b'DEC/multiepoch/delve/r5918/DES1130+2000/p01',21658038
b'DES1130+2708',b'DEC/multiepoch/delve/r5918/DES1130+2708/p01',21658044
b'DES1130+2751',b'DEC/multiepoch/delve/r5918/DES1130+2751/p01',21658045
b'DES1130-0915',b'DEC/multiepoch/delve/r5918/DES1130-0915/p01',21658052
b'DES1130-1250',b'DEC/multiepoch/delve/r5918/DES1130-1250/p01',21658054
b'DES1131-0624',b'DEC/multiepoch/delve/r5918/DES1131-0624/p01',21658081
b'DES1132-0958',b'DEC/multiepoch/delve/r5918/DES1132-0958/p01',21658101
b'DES1128-0624',b'DEC/multiepoch/delve/r5918/DES1128-0624/p01',21658000
b'DES1130+2126',b'DEC/multiepoch/delve/r5918/DES1130+2126/p01',21658039
b'DES1133-0707',b'DEC/multiepoch/delve/r5918/DES1133-0707/p01',21658128
b'DES1133-1207',b'DEC/multiepoch/delve/r5918/DES1133-1207/p01',21658130
b'DES1133-1707',b'DEC/multiepoch/delve/r5918/DES1133-1707/p01',21658133
b'DES1135+1751',b'DEC/multiepoch/delve/r5918/DES1135+1751/p01',21658173
b'DES1135-0915',b'DEC/multiepoch/delve/r5918/DES1135-0915/p01',21658179
b'DES1136-0041',b'DEC/multiepoch/delve/r5918/DES1136-0041/p01',21658204
b'DES1136-1707',b'DEC/multiepoch/delve/r5918/DES1136-1707/p01',21658211
b'DES1137+0209',b'DEC/multiepoch/delve/r5918/DES1137+0209/p01',21658216
b'DES1137-1041',b'DEC/multiepoch/delve/r5918/DES1137-1041/p01',21658236
b'DES1137-2249',b'DEC/multiepoch/delve/r5918/DES1137-2249/p01',21658243
b'DES1138+0335',b'DEC/multiepoch/delve/r5918/DES1138+0335/p01',21658245
b'DES1139+2126',b'DEC/multiepoch/delve/r5918/DES1139+2126/p01',21658274
b'DES1140+1043',b'DEC/multiepoch/delve/r5918/DES1140+1043/p01',21658298
b'DES1142+0835',b'DEC/multiepoch/delve/r5918/DES1142+0835/p01',21658341
b'DES1142-1124',b'DEC/multiepoch/delve/r5918/DES1142-1124/p01',21658359
b'DES1143+2417',b'DEC/multiepoch/delve/r5918/DES1143+2417/p01',21658381
b'DES1146-1041',b'DEC/multiepoch/delve/r5918/DES1146-1041/p01',21658464
b'DES1147+0001',b'DEC/multiepoch/delve/r5918/DES1147+0001/p01',21658471
b'DES1147+0917',b'DEC/multiepoch/delve/r5918/DES1147+0917/p01',21658475
b'DES1147+2043',b'DEC/multiepoch/delve/r5918/DES1147+2043/p01',21658479
b'DES1150+0001',b'DEC/multiepoch/delve/r5918/DES1150+0001/p01',21658538
b'DES1150+2043',b'DEC/multiepoch/delve/r5918/DES1150+2043/p01',21658547
b'DES1151+1126',b'DEC/multiepoch/delve/r5918/DES1151+1126/p01',21658564
b'DES1151+2000',b'DEC/multiepoch/delve/r5918/DES1151+2000/p01',21658569
b'DES1151-1250',b'DEC/multiepoch/delve/r5918/DES1151-1250/p01',21658579
b'DES1152+0500',b'DEC/multiepoch/delve/r5918/DES1152+0500/p01',21658589
b'DES1154+1417',b'DEC/multiepoch/delve/r5918/DES1154+1417/p01',21658645
b'DES1156+0126',b'DEC/multiepoch/delve/r5918/DES1156+0126/p01',21658690
b'DES1157+2000',b'DEC/multiepoch/delve/r5918/DES1157+2000/p01',21658727
b'DES1157-0750',b'DEC/multiepoch/delve/r5918/DES1157-0750/p01',21658734
b'DES1157-1832',b'DEC/multiepoch/delve/r5918/DES1157-1832/p01',21658742
b'DES1158+1500',b'DEC/multiepoch/delve/r5918/DES1158+1500/p01',21658746
b'DES0942-0416',b'DEC/multiepoch/delve/r5918/DES0942-0416/p01',21655295
b'DES0942-0750',b'DEC/multiepoch/delve/r5918/DES0942-0750/p01',21655298
b'DES0943+1126',b'DEC/multiepoch/delve/r5918/DES0943+1126/p01',21655313
b'DES0943+2834',b'DEC/multiepoch/delve/r5918/DES0943+2834/p01',21655321
b'DES1102+0626',b'DEC/multiepoch/delve/r5918/DES1102+0626/p01',21657322
b'DES1102-0041',b'DEC/multiepoch/delve/r5918/DES1102-0041/p01',21657331
b'DES1102-0624',b'DEC/multiepoch/delve/r5918/DES1102-0624/p01',21657335
b'DES1103-0958',b'DEC/multiepoch/delve/r5918/DES1103-0958/p01',21657359
b'DES1104-0333',b'DEC/multiepoch/delve/r5918/DES1104-0333/p01',21657381
b'DES1104-0541',b'DEC/multiepoch/delve/r5918/DES1104-0541/p01',21657382
b'DES1107+0709',b'DEC/multiepoch/delve/r5918/DES1107+0709/p01',21657443
b'DES1107+2043',b'DEC/multiepoch/delve/r5918/DES1107+2043/p01',21657451
b'DES1107-0333',b'DEC/multiepoch/delve/r5918/DES1107-0333/p01',21657458
b'DES1107-0833',b'DEC/multiepoch/delve/r5918/DES1107-0833/p01',21657462
b'DES1108+0209',b'DEC/multiepoch/delve/r5918/DES1108+0209/p01',21657476
b'DES1108+1126',b'DEC/multiepoch/delve/r5918/DES1108+1126/p01',21657480
b'DES1108+2208',b'DEC/multiepoch/delve/r5918/DES1108+2208/p01',21657485
b'DES1110+1417',b'DEC/multiepoch/delve/r5918/DES1110+1417/p01',21657527
b'DES1110-0707',b'DEC/multiepoch/delve/r5918/DES1110-0707/p01',21657538
b'DES1110-1207',b'DEC/multiepoch/delve/r5918/DES1110-1207/p01',21657541
b'DES1110-1915',b'DEC/multiepoch/delve/r5918/DES1110-1915/p01',21657547
b'DES1111+2417',b'DEC/multiepoch/delve/r5918/DES1111+2417/p01',21657563
b'DES1112+0252',b'DEC/multiepoch/delve/r5918/DES1112+0252/p01',21657578
b'DES1112+1834',b'DEC/multiepoch/delve/r5918/DES1112+1834/p01',21657582
b'DES1113+0418',b'DEC/multiepoch/delve/r5918/DES1113+0418/p01',21657596
b'DES1114+1543',b'DEC/multiepoch/delve/r5918/DES1114+1543/p01',21657632
b'DES1115+0543',b'DEC/multiepoch/delve/r5918/DES1115+0543/p01',21657655
b'DES1116+1917',b'DEC/multiepoch/delve/r5918/DES1116+1917/p01',21657684
b'DES1117-0624',b'DEC/multiepoch/delve/r5918/DES1117-0624/p01',21657721
b'DES1117-0958',b'DEC/multiepoch/delve/r5918/DES1117-0958/p01',21657723
b'DES1118+2000',b'DEC/multiepoch/delve/r5918/DES1118+2000/p01',21657735
b'DES1119-0416',b'DEC/multiepoch/delve/r5918/DES1119-0416/p01',21657766
b'DES1121+1834',b'DEC/multiepoch/delve/r5918/DES1121+1834/p01',21657809
b'DES1121-0707',b'DEC/multiepoch/delve/r5918/DES1121-0707/p01',21657817
b'DES1122+0001',b'DEC/multiepoch/delve/r5918/DES1122+0001/p01',21657825
b'DES1122+0126',b'DEC/multiepoch/delve/r5918/DES1122+0126/p01',21657827
b'DES1122-1124',b'DEC/multiepoch/delve/r5918/DES1122-1124/p01',21657847
b'DES1122-1250',b'DEC/multiepoch/delve/r5918/DES1122-1250/p01',21657849
b'DES1123+0752',b'DEC/multiepoch/delve/r5918/DES1123+0752/p01',21657861
b'DES1123+2708',b'DEC/multiepoch/delve/r5918/DES1123+2708/p01',21657869
b'DES0708+1500',b'DEC/multiepoch/delve/r5918/DES0708+1500/p01',21648248
b'DES0708+1709',b'DEC/multiepoch/delve/r5918/DES0708+1709/p01',21648251
b'DES0725+1209',b'DEC/multiepoch/delve/r5918/DES0725+1209/p01',21649802
b'DES0725+1626',b'DEC/multiepoch/delve/r5918/DES0725+1626/p01',21649803
b'DES0725+2126',b'DEC/multiepoch/delve/r5918/DES0725+2126/p01',21649805
b'DES0727+2625',b'DEC/multiepoch/delve/r5918/DES0727+2625/p01',21649830
b'DES0729+2417',b'DEC/multiepoch/delve/r5918/DES0729+2417/p01',21649850
b'DES0736+2251',b'DEC/multiepoch/delve/r5918/DES0736+2251/p01',21649974
b'DES0740+1000',b'DEC/multiepoch/delve/r5918/DES0740+1000/p02',21650124
b'DES0743+1626',b'DEC/multiepoch/delve/r5918/DES0743+1626/p02',21650171
b'DES0746+2500',b'DEC/multiepoch/delve/r5918/DES0746+2500/p01',21650219
b'DES0747+0418',b'DEC/multiepoch/delve/r5918/DES0747+0418/p01',21650224
b'DES0748+2708',b'DEC/multiepoch/delve/r5918/DES0748+2708/p01',21650249
b'DES0753+2625',b'DEC/multiepoch/delve/r5918/DES0753+2625/p01',21650334
b'DES0756+0126',b'DEC/multiepoch/delve/r5918/DES0756+0126/p01',21650373
b'DES0759-0124',b'DEC/multiepoch/delve/r5918/DES0759-0124/p01',21650444
b'DES0802+1334',b'DEC/multiepoch/delve/r5918/DES0802+1334/p01',21650489
b'DES0802-0124',b'DEC/multiepoch/delve/r5918/DES0802-0124/p01',21650772
b'DES0802-0207',b'DEC/multiepoch/delve/r5918/DES0802-0207/p01',21650773
b'DES0803+0709',b'DEC/multiepoch/delve/r5918/DES0803+0709/p01',21650778
b'DES0803+2751',b'DEC/multiepoch/delve/r5918/DES0803+2751/p01',21650786
b'DES0804-0750',b'DEC/multiepoch/delve/r5918/DES0804-0750/p01',21650808
b'DES0808-1041',b'DEC/multiepoch/delve/r5918/DES0808-1041/p02',21652968
b'DES0808-1250',b'DEC/multiepoch/delve/r5918/DES0808-1250/p02',21652969
b'DES0831+1500',b'DEC/multiepoch/delve/r5918/DES0831+1500/p01',21653173
b'DES0838-2124',b'DEC/multiepoch/delve/r5918/DES0838-2124/p01',21653362
b'DES0840-0250',b'DEC/multiepoch/delve/r5918/DES0840-0250/p01',21653406
b'DES0840-0541',b'DEC/multiepoch/delve/r5918/DES0840-0541/p01',21653407
b'DES0840-0833',b'DEC/multiepoch/delve/r5918/DES0840-0833/p01',21653409
b'DES0840-1332',b'DEC/multiepoch/delve/r5918/DES0840-1332/p01',21653411
b'DES0842-0624',b'DEC/multiepoch/delve/r5918/DES0842-0624/p01',21653457
b'DES0846-0250',b'DEC/multiepoch/delve/r5918/DES0846-0250/p01',21653557
b'DES0846-0541',b'DEC/multiepoch/delve/r5918/DES0846-0541/p01',21653559
b'DES0846-0707',b'DEC/multiepoch/delve/r5918/DES0846-0707/p01',21653560
b'DES0846-0958',b'DEC/multiepoch/delve/r5918/DES0846-0958/p01',21653562
b'DES0848-0041',b'DEC/multiepoch/delve/r5918/DES0848-0041/p01',21653608
b'DES0849+1000',b'DEC/multiepoch/delve/r5918/DES0849+1000/p01',21653621
b'DES0849-1749',b'DEC/multiepoch/delve/r5918/DES0849-1749/p01',21653647
b'DES0850-0915',b'DEC/multiepoch/delve/r5918/DES0850-0915/p01',21653667
b'DES0817+2708',b'DEC/multiepoch/delve/r5918/DES0817+2708/p05',21653917
b'DES0818+0752',b'DEC/multiepoch/delve/r5918/DES0818+0752/p04',21653918
b'DES0844-0416',b'DEC/multiepoch/delve/r5918/DES0844-0416/p02',21653946
b'DES0852+0335',b'DEC/multiepoch/delve/r5918/DES0852+0335/p02',21653996
b'DES0852-1541',b'DEC/multiepoch/delve/r5918/DES0852-1541/p02',21654023
b'DES0700+2834',b'DEC/multiepoch/delve/r5918/DES0700+2834/p01',21648208
b'DES0704+2417',b'DEC/multiepoch/delve/r5918/DES0704+2417/p01',21648225
b'DES0705+1751',b'DEC/multiepoch/delve/r5918/DES0705+1751/p01',21648228
b'DES1124+2917',b'DEC/multiepoch/delve/r5918/DES1124+2917/p01',21657890
b'DES1125+1043',b'DEC/multiepoch/delve/r5918/DES1125+1043/p01',21657907
b'DES1125-0207',b'DEC/multiepoch/delve/r5918/DES1125-0207/p01',21657921
b'DES1125-2249',b'DEC/multiepoch/delve/r5918/DES1125-2249/p01',21657935
b'DES1126+2208',b'DEC/multiepoch/delve/r5918/DES1126+2208/p01',21657942
b'DES1127-1707',b'DEC/multiepoch/delve/r5918/DES1127-1707/p01',21657972
b'DES1128+0001',b'DEC/multiepoch/delve/r5918/DES1128+0001/p01',21657977
b'DES1128-1458',b'DEC/multiepoch/delve/r5918/DES1128-1458/p01',21658007
b'DES1129-0250',b'DEC/multiepoch/delve/r5918/DES1129-0250/p01',21658019
b'DES1130+2500',b'DEC/multiepoch/delve/r5918/DES1130+2500/p01',21658041
b'DES1130+2625',b'DEC/multiepoch/delve/r5918/DES1130+2625/p01',21658043
b'DES1131+0209',b'DEC/multiepoch/delve/r5918/DES1131+0209/p01',21658062
b'DES1133-2124',b'DEC/multiepoch/delve/r5918/DES1133-2124/p01',21658136
b'DES1134+0752',b'DEC/multiepoch/delve/r5918/DES1134+0752/p01',21658142
b'DES1134+1500',b'DEC/multiepoch/delve/r5918/DES1134+1500/p01',21658148
b'DES1136+2708',b'DEC/multiepoch/delve/r5918/DES1136+2708/p01',21658202
b'DES1136-0124',b'DEC/multiepoch/delve/r5918/DES1136-0124/p01',21658205
b'DES1136-0833',b'DEC/multiepoch/delve/r5918/DES1136-0833/p01',21658207
b'DES1136-2415',b'DEC/multiepoch/delve/r5918/DES1136-2415/p01',21658215
b'DES1137+0252',b'DEC/multiepoch/delve/r5918/DES1137+0252/p01',21658217
b'DES1137-1749',b'DEC/multiepoch/delve/r5918/DES1137-1749/p01',21658240
b'DES1138+1751',b'DEC/multiepoch/delve/r5918/DES1138+1751/p01',21658251
b'DES1138+2251',b'DEC/multiepoch/delve/r5918/DES1138+2251/p01',21658254
b'DES1141+2917',b'DEC/multiepoch/delve/r5918/DES1141+2917/p01',21658328
b'DES1142+2500',b'DEC/multiepoch/delve/r5918/DES1142+2500/p01',21658350
b'DES1142-1250',b'DEC/multiepoch/delve/r5918/DES1142-1250/p01',21658361
b'DES1144+1543',b'DEC/multiepoch/delve/r5918/DES1144+1543/p01',21658400
b'DES1145+1252',b'DEC/multiepoch/delve/r5918/DES1145+1252/p01',21658421
b'DES1145-0124',b'DEC/multiepoch/delve/r5918/DES1145-0124/p01',21658431
b'DES1145-1707',b'DEC/multiepoch/delve/r5918/DES1145-1707/p01',21658441
b'DES1147-0541',b'DEC/multiepoch/delve/r5918/DES1147-0541/p01',21658483
b'DES1148+0126',b'DEC/multiepoch/delve/r5918/DES1148+0126/p01',21658491
b'DES1148+1126',b'DEC/multiepoch/delve/r5918/DES1148+1126/p01',21658496
b'DES1150+0709',b'DEC/multiepoch/delve/r5918/DES1150+0709/p01',21658543
b'DES0750+2751',b'DEC/multiepoch/delve/r5918/DES0750+2751/p01',21650284
b'DES0754-0124',b'DEC/multiepoch/delve/r5918/DES0754-0124/p01',21650351
b'DES0803-0541',b'DEC/multiepoch/delve/r5918/DES0803-0541/p01',21650789
b'DES0804+0917',b'DEC/multiepoch/delve/r5918/DES0804+0917/p01',21650796
b'DES0806-0541',b'DEC/multiepoch/delve/r5918/DES0806-0541/p01',21650848
b'DES0807-1124',b'DEC/multiepoch/delve/r5918/DES0807-1124/p01',21650869
b'DES0811-0041',b'DEC/multiepoch/delve/r5918/DES0811-0041/p01',21650948
b'DES0813-0416',b'DEC/multiepoch/delve/r5918/DES0813-0416/p01',21650989
b'DES0814+1334',b'DEC/multiepoch/delve/r5918/DES0814+1334/p01',21651004
b'DES0814+2500',b'DEC/multiepoch/delve/r5918/DES0814+2500/p01',21651009
b'DES0818+2000',b'DEC/multiepoch/delve/r5918/DES0818+2000/p02',21652796
b'DES0818-1124',b'DEC/multiepoch/delve/r5918/DES0818-1124/p02',21652805
b'DES0819+1500',b'DEC/multiepoch/delve/r5918/DES0819+1500/p02',21652817
b'DES0821-1124',b'DEC/multiepoch/delve/r5918/DES0821-1124/p02',21652876
b'DES0702+2000',b'DEC/multiepoch/delve/r5918/DES0702+2000/p01',21648213
b'DES0731+0709',b'DEC/multiepoch/delve/r5918/DES0731+0709/p01',21649866
b'DES0747+0917',b'DEC/multiepoch/delve/r5918/DES0747+0917/p01',21650227
b'DES0811+2126',b'DEC/multiepoch/delve/r5918/DES0811+2126/p01',21650943
b'DES0820+1334',b'DEC/multiepoch/delve/r5918/DES0820+1334/p02',21652845
b'DES0836-0915',b'DEC/multiepoch/delve/r5918/DES0836-0915/p01',21653307
b'DES0837+1626',b'DEC/multiepoch/delve/r5918/DES0837+1626/p01',21653322
b'DES0840-1458',b'DEC/multiepoch/delve/r5918/DES0840-1458/p01',21653413
b'DES0846+0252',b'DEC/multiepoch/delve/r5918/DES0846+0252/p01',21653540
b'DES0849+2000',b'DEC/multiepoch/delve/r5918/DES0849+2000/p01',21653629
b'DES0853+2043',b'DEC/multiepoch/delve/r5918/DES0853+2043/p02',21654039
b'DES0854-0250',b'DEC/multiepoch/delve/r5918/DES0854-0250/p02',21654067
b'DES0856-2041',b'DEC/multiepoch/delve/r5918/DES0856-2041/p01',21654127
b'DES0856-2415',b'DEC/multiepoch/delve/r5918/DES0856-2415/p01',21654129
b'DES0858+2751',b'DEC/multiepoch/delve/r5918/DES0858+2751/p01',21654166
b'DES0858-0333',b'DEC/multiepoch/delve/r5918/DES0858-0333/p01',21654167
b'DES0858-1749',b'DEC/multiepoch/delve/r5918/DES0858-1749/p01',21654175
b'DES0859+1126',b'DEC/multiepoch/delve/r5918/DES0859+1126/p01',21654186
b'DES0901-0333',b'DEC/multiepoch/delve/r5918/DES0901-0333/p02',21654244
b'DES0904+1252',b'DEC/multiepoch/delve/r5918/DES0904+1252/p01',21654310
b'DES0905+0209',b'DEC/multiepoch/delve/r5918/DES0905+0209/p01',21654338
b'DES0908-0915',b'DEC/multiepoch/delve/r5918/DES0908-0915/p01',21654430
b'DES0909+0709',b'DEC/multiepoch/delve/r5918/DES0909+0709/p01',21654437
b'DES0909-0833',b'DEC/multiepoch/delve/r5918/DES0909-0833/p01',21654452
b'DES0910+1334',b'DEC/multiepoch/delve/r5918/DES0910+1334/p01',21654469
b'DES0910+2000',b'DEC/multiepoch/delve/r5918/DES0910+2000/p01',21654472
b'DES0714+1751',b'DEC/multiepoch/delve/r5918/DES0714+1751/p01',21648788
b'DES0714+2251',b'DEC/multiepoch/delve/r5918/DES0714+2251/p01',21648792
b'DES0726+1834',b'DEC/multiepoch/delve/r5918/DES0726+1834/p01',21649814
b'DES0730+1334',b'DEC/multiepoch/delve/r5918/DES0730+1334/p01',21649858
b'DES0730+2043',b'DEC/multiepoch/delve/r5918/DES0730+2043/p01',21649860
b'DES0734+0209',b'DEC/multiepoch/delve/r5918/DES0734+0209/p01',21649899
b'DES0735+1500',b'DEC/multiepoch/delve/r5918/DES0735+1500/p01',21649918
b'DES0735+2208',b'DEC/multiepoch/delve/r5918/DES0735+2208/p01',21649923
b'DES0739+2834',b'DEC/multiepoch/delve/r5918/DES0739+2834/p02',21650119
b'DES0742+0126',b'DEC/multiepoch/delve/r5918/DES0742+0126/p02',21650150
b'DES0742+2043',b'DEC/multiepoch/delve/r5918/DES0742+2043/p02',21650158
b'DES0745+1043',b'DEC/multiepoch/delve/r5918/DES0745+1043/p01',21650197
b'DES0745+2917',b'DEC/multiepoch/delve/r5918/DES0745+2917/p01',21650205
b'DES0745-0041',b'DEC/multiepoch/delve/r5918/DES0745-0041/p01',21650206
b'DES0746+2834',b'DEC/multiepoch/delve/r5918/DES0746+2834/p01',21650221
b'DES0748-0207',b'DEC/multiepoch/delve/r5918/DES0748-0207/p01',21650253
b'DES0749+1709',b'DEC/multiepoch/delve/r5918/DES0749+1709/p01',21650262
b'DES0749+2625',b'DEC/multiepoch/delve/r5918/DES0749+2625/p01',21650266
b'DES0751+1252',b'DEC/multiepoch/delve/r5918/DES0751+1252/p01',21650294
b'DES0751-0250',b'DEC/multiepoch/delve/r5918/DES0751-0250/p01',21650304
b'DES0752+0335',b'DEC/multiepoch/delve/r5918/DES0752+0335/p01',21650306
b'DES0753+2334',b'DEC/multiepoch/delve/r5918/DES0753+2334/p01',21650333
b'DES0754+0126',b'DEC/multiepoch/delve/r5918/DES0754+0126/p01',21650339
b'DES0754+2417',b'DEC/multiepoch/delve/r5918/DES0754+2417/p01',21650349
b'DES0756+1043',b'DEC/multiepoch/delve/r5918/DES0756+1043/p01',21650377
b'DES0756-0624',b'DEC/multiepoch/delve/r5918/DES0756-0624/p01',21650392
b'DES0757+0709',b'DEC/multiepoch/delve/r5918/DES0757+0709/p01',21650396
b'DES0757+2000',b'DEC/multiepoch/delve/r5918/DES0757+2000/p01',21650401
b'DES0758-0416',b'DEC/multiepoch/delve/r5918/DES0758-0416/p01',21650424
b'DES0800-0250',b'DEC/multiepoch/delve/r5918/DES0800-0250/p01',21650460
b'DES0804-0915',b'DEC/multiepoch/delve/r5918/DES0804-0915/p01',21650809
b'DES1153+0043',b'DEC/multiepoch/delve/r5918/DES1153+0043/p01',21658614
b'DES1153+0543',b'DEC/multiepoch/delve/r5918/DES1153+0543/p01',21658616
b'DES1154+1043',b'DEC/multiepoch/delve/r5918/DES1154+1043/p01',21658640
b'DES1155+2126',b'DEC/multiepoch/delve/r5918/DES1155+2126/p01',21658673
b'DES1155+2500',b'DEC/multiepoch/delve/r5918/DES1155+2500/p01',21658675
b'DES1155-1458',b'DEC/multiepoch/delve/r5918/DES1155-1458/p01',21658681
b'DES1156+1751',b'DEC/multiepoch/delve/r5918/DES1156+1751/p01',21658698
b'DES1157+0209',b'DEC/multiepoch/delve/r5918/DES1157+0209/p01',21658714
b'DES1157+1252',b'DEC/multiepoch/delve/r5918/DES1157+1252/p01',21658722
b'DES1157-0207',b'DEC/multiepoch/delve/r5918/DES1157-0207/p01',21658730
b'DES0755+0752',b'DEC/multiepoch/delve/r5918/DES0755+0752/p02',21658763
b'DES0853+2251',b'DEC/multiepoch/delve/r5918/DES0853+2251/p03',21658773
b'DES0908+2500',b'DEC/multiepoch/delve/r5918/DES0908+2500/p02',21658782
b'DES0930-1250',b'DEC/multiepoch/delve/r5918/DES0930-1250/p02',21658790
b'DES0931+2417',b'DEC/multiepoch/delve/r5918/DES0931+2417/p02',21658791
b'DES0937-1207',b'DEC/multiepoch/delve/r5918/DES0937-1207/p02',21658803
b'DES0939+0043',b'DEC/multiepoch/delve/r5918/DES0939+0043/p02',21658808
b'DES0939+1626',b'DEC/multiepoch/delve/r5918/DES0939+1626/p02',21658813
b'DES1010+1709',b'DEC/multiepoch/delve/r5918/DES1010+1709/p02',21658843
b'DES1020-0458',b'DEC/multiepoch/delve/r5918/DES1020-0458/p02',21658851
b'DES1021+1543',b'DEC/multiepoch/delve/r5918/DES1021+1543/p02',21658858
b'DES1038-2124',b'DEC/multiepoch/delve/r5918/DES1038-2124/p02',21658891
b'DES1101+1209',b'DEC/multiepoch/delve/r5918/DES1101+1209/p02',21658912
b'DES1101+2208',b'DEC/multiepoch/delve/r5918/DES1101+2208/p02',21658914
b'DES1130-0833',b'DEC/multiepoch/delve/r5918/DES1130-0833/p02',21658923
b'DES1144-0707',b'DEC/multiepoch/delve/r5918/DES1144-0707/p02',21658956
b'DES1154+0209',b'DEC/multiepoch/delve/r5918/DES1154+0209/p02',21658978
b'DES0758+1626',b'DEC/multiepoch/delve/r5918/DES0758+1626/p03',21658984
b'DES1143-2332',b'DEC/multiepoch/delve/r5918/DES1143-2332/p02',21659001
b'DES1148-0833',b'DEC/multiepoch/delve/r5918/DES1148-0833/p01',21659009
b'DES0755+0335',b'DEC/multiepoch/delve/r5918/DES0755+0335/p01',21650357
b'DES0813+0626',b'DEC/multiepoch/delve/r5918/DES0813+0626/p01',21650974
b'DES0814-1332',b'DEC/multiepoch/delve/r5918/DES0814-1332/p01',21651020
b'DES0822-0041',b'DEC/multiepoch/delve/r5918/DES0822-0041/p01',21652895
b'DES0823+1334',b'DEC/multiepoch/delve/r5918/DES0823+1334/p01',21652913
b'DES0824+0752',b'DEC/multiepoch/delve/r5918/DES0824+0752/p01',21652929
b'DES0824-0915',b'DEC/multiepoch/delve/r5918/DES0824-0915/p01',21652943
