UNITNAME,ARCHIVE_PATH,ID
b'DES1042+1834',b'DEC/multiepoch/delve/r5918/DES1042+1834/p02',21658893
b'DES1139+1252',b'DEC/multiepoch/delve/r5918/DES1139+1252/p01',21658268
b'DES1014-1458',b'DEC/multiepoch/delve/r5918/DES1014-1458/p01',21656117
b'DES1015-1124',b'DEC/multiepoch/delve/r5918/DES1015-1124/p01',21656136
b'DES1015-1207',b'DEC/multiepoch/delve/r5918/DES1015-1207/p01',21656137
b'DES1016-0416',b'DEC/multiepoch/delve/r5918/DES1016-0416/p01',21656160
b'DES1018+1543',b'DEC/multiepoch/delve/r5918/DES1018+1543/p01',21656202
b'DES1019-0958',b'DEC/multiepoch/delve/r5918/DES1019-0958/p01',21656240
b'DES1019-1707',b'DEC/multiepoch/delve/r5918/DES1019-1707/p01',21656241
b'DES1020-0207',b'DEC/multiepoch/delve/r5918/DES1020-0207/p01',21656258
b'DES1020-1207',b'DEC/multiepoch/delve/r5918/DES1020-1207/p01',21656262
b'DES1022+1709',b'DEC/multiepoch/delve/r5918/DES1022+1709/p01',21656302
b'DES1023-2249',b'DEC/multiepoch/delve/r5918/DES1023-2249/p01',21656345
b'DES1026-0707',b'DEC/multiepoch/delve/r5918/DES1026-0707/p01',21656412
b'DES1027-0333',b'DEC/multiepoch/delve/r5918/DES1027-0333/p01',21656435
b'DES1029-0541',b'DEC/multiepoch/delve/r5918/DES1029-0541/p01',21656489
b'DES1029-1958',b'DEC/multiepoch/delve/r5918/DES1029-1958/p01',21656499
b'DES1030+1543',b'DEC/multiepoch/delve/r5918/DES1030+1543/p01',21656509
b'DES1031+2417',b'DEC/multiepoch/delve/r5918/DES1031+2417/p01',21656533
b'DES1032+1417',b'DEC/multiepoch/delve/r5918/DES1032+1417/p01',21656551
b'DES1032-0250',b'DEC/multiepoch/delve/r5918/DES1032-0250/p01',21656562
b'DES1034-0958',b'DEC/multiepoch/delve/r5918/DES1034-0958/p01',21656615
b'DES1034-1749',b'DEC/multiepoch/delve/r5918/DES1034-1749/p01',21656617
b'DES1035+2334',b'DEC/multiepoch/delve/r5918/DES1035+2334/p01',21656635
b'DES1036+0418',b'DEC/multiepoch/delve/r5918/DES1036+0418/p01',21656659
b'DES1037-1707',b'DEC/multiepoch/delve/r5918/DES1037-1707/p01',21656692
b'DES1038+0335',b'DEC/multiepoch/delve/r5918/DES1038+0335/p01',21656697
b'DES1038+2751',b'DEC/multiepoch/delve/r5918/DES1038+2751/p01',21656715
b'DES1039+0126',b'DEC/multiepoch/delve/r5918/DES1039+0126/p01',21656735
b'DES1042+0043',b'DEC/multiepoch/delve/r5918/DES1042+0043/p01',21656808
b'DES1042-0124',b'DEC/multiepoch/delve/r5918/DES1042-0124/p01',21656820
b'DES1043+1709',b'DEC/multiepoch/delve/r5918/DES1043+1709/p01',21656836
b'DES1044+0543',b'DEC/multiepoch/delve/r5918/DES1044+0543/p01',21656852
b'DES1045+2751',b'DEC/multiepoch/delve/r5918/DES1045+2751/p01',21656895
b'DES1045-2249',b'DEC/multiepoch/delve/r5918/DES1045-2249/p01',21656908
b'DES1142+1209',b'DEC/multiepoch/delve/r5918/DES1142+1209/p01',21658342
b'DES0750+2334',b'DEC/multiepoch/delve/r5918/DES0750+2334/p01',21650283
b'DES0808-0458',b'DEC/multiepoch/delve/r5918/DES0808-0458/p02',21652965
b'DES0816+1126',b'DEC/multiepoch/delve/r5918/DES0816+1126/p02',21653010
b'DES0841-1832',b'DEC/multiepoch/delve/r5918/DES0841-1832/p01',21653437
b'DES0845+2126',b'DEC/multiepoch/delve/r5918/DES0845+2126/p01',21653527
b'DES0846+2208',b'DEC/multiepoch/delve/r5918/DES0846+2208/p01',21653553
b'DES0847-0624',b'DEC/multiepoch/delve/r5918/DES0847-0624/p01',21653587
b'DES0848-1124',b'DEC/multiepoch/delve/r5918/DES0848-1124/p01',21653613
b'DES0849+1252',b'DEC/multiepoch/delve/r5918/DES0849+1252/p01',21653622
b'DES0850+2043',b'DEC/multiepoch/delve/r5918/DES0850+2043/p01',21653659
b'DES0818+2625',b'DEC/multiepoch/delve/r5918/DES0818+2625/p04',21653922
b'DES0854-1458',b'DEC/multiepoch/delve/r5918/DES0854-1458/p02',21654072
b'DES0855+2000',b'DEC/multiepoch/delve/r5918/DES0855+2000/p02',21654087
b'DES0905+0043',b'DEC/multiepoch/delve/r5918/DES0905+0043/p01',21654336
b'DES0906+0835',b'DEC/multiepoch/delve/r5918/DES0906+0835/p01',21654362
b'DES0913+1626',b'DEC/multiepoch/delve/r5918/DES0913+1626/p01',21654547
b'DES0913-2332',b'DEC/multiepoch/delve/r5918/DES0913-2332/p01',21654564
b'DES0914-0915',b'DEC/multiepoch/delve/r5918/DES0914-0915/p01',21654584
b'DES0920+1126',b'DEC/multiepoch/delve/r5918/DES0920+1126/p01',21654722
b'DES0923+1751',b'DEC/multiepoch/delve/r5918/DES0923+1751/p01',21654802
b'DES0924-1332',b'DEC/multiepoch/delve/r5918/DES0924-1332/p01',21654838
b'DES0924-2124',b'DEC/multiepoch/delve/r5918/DES0924-2124/p01',21654844
b'DES0925+1709',b'DEC/multiepoch/delve/r5918/DES0925+1709/p01',21654857
b'DES1154+1252',b'DEC/multiepoch/delve/r5918/DES1154+1252/p01',21658643
b'DES0657+2834',b'DEC/multiepoch/delve/r5918/DES0657+2834/p01',21648194
b'DES0703+2708',b'DEC/multiepoch/delve/r5918/DES0703+2708/p01',21648223
b'DES0714+1500',b'DEC/multiepoch/delve/r5918/DES0714+1500/p01',21648784
b'DES0744+1417',b'DEC/multiepoch/delve/r5918/DES0744+1417/p01',21650184
b'DES0757-0207',b'DEC/multiepoch/delve/r5918/DES0757-0207/p01',21650406
b'DES0812-0541',b'DEC/multiepoch/delve/r5918/DES0812-0541/p01',21650968
b'DES0820+0209',b'DEC/multiepoch/delve/r5918/DES0820+0209/p02',21652838
b'DES0822+0209',b'DEC/multiepoch/delve/r5918/DES0822+0209/p01',21652881
b'DES0822-0458',b'DEC/multiepoch/delve/r5918/DES0822-0458/p01',21652898
b'DES0817+1043',b'DEC/multiepoch/delve/r5918/DES0817+1043/p02',21653032
b'DES0825-0124',b'DEC/multiepoch/delve/r5918/DES0825-0124/p01',21653040
b'DES0826-0833',b'DEC/multiepoch/delve/r5918/DES0826-0833/p01',21653069
b'DES0827+2500',b'DEC/multiepoch/delve/r5918/DES0827+2500/p01',21653085
b'DES0828+0126',b'DEC/multiepoch/delve/r5918/DES0828+0126/p01',21653096
b'DES0831-1332',b'DEC/multiepoch/delve/r5918/DES0831-1332/p01',21653188
b'DES0833+0001',b'DEC/multiepoch/delve/r5918/DES0833+0001/p01',21653218
b'DES0755+1626',b'DEC/multiepoch/delve/r5918/DES0755+1626/p02',21658765
b'DES1131+0126',b'DEC/multiepoch/delve/r5918/DES1131+0126/p02',21658993
b'DES1131+2334',b'DEC/multiepoch/delve/r5918/DES1131+2334/p02',21658994
b'DES1142-1707',b'DEC/multiepoch/delve/r5918/DES1142-1707/p02',21658995
b'DES1148-1124',b'DEC/multiepoch/delve/r5918/DES1148-1124/p01',21659008
b'DES0753+0001',b'DEC/multiepoch/delve/r5918/DES0753+0001/p01',21650320
b'DES0757+0835',b'DEC/multiepoch/delve/r5918/DES0757+0835/p01',21650397
b'DES0806+2000',b'DEC/multiepoch/delve/r5918/DES0806+2000/p01',21650843
b'DES0822-0207',b'DEC/multiepoch/delve/r5918/DES0822-0207/p01',21652897
b'DES0825-0041',b'DEC/multiepoch/delve/r5918/DES0825-0041/p01',21653039
b'DES0825-0458',b'DEC/multiepoch/delve/r5918/DES0825-0458/p01',21653042
b'DES0831-0124',b'DEC/multiepoch/delve/r5918/DES0831-0124/p01',21653182
b'DES0930+2500',b'DEC/multiepoch/delve/r5918/DES0930+2500/p01',21654985
b'DES0931-1958',b'DEC/multiepoch/delve/r5918/DES0931-1958/p01',21655024
b'DES0946+0709',b'DEC/multiepoch/delve/r5918/DES0946+0709/p01',21655390
b'DES0947-2415',b'DEC/multiepoch/delve/r5918/DES0947-2415/p01',21655428
b'DES0957-0915',b'DEC/multiepoch/delve/r5918/DES0957-0915/p01',21655683
b'DES0958+0543',b'DEC/multiepoch/delve/r5918/DES0958+0543/p01',21655694
b'DES0958+2500',b'DEC/multiepoch/delve/r5918/DES0958+2500/p01',21655702
b'DES1001-0833',b'DEC/multiepoch/delve/r5918/DES1001-0833/p01',21655782
b'DES1003-1624',b'DEC/multiepoch/delve/r5918/DES1003-1624/p01',21655843
b'DES1004-0833',b'DEC/multiepoch/delve/r5918/DES1004-0833/p01',21655860
b'DES1005+0001',b'DEC/multiepoch/delve/r5918/DES1005+0001/p01',21655867
b'DES1006+1626',b'DEC/multiepoch/delve/r5918/DES1006+1626/p01',21655901
b'DES1007+0335',b'DEC/multiepoch/delve/r5918/DES1007+0335/p01',21655921
b'DES1007+2625',b'DEC/multiepoch/delve/r5918/DES1007+2625/p01',21655929
b'DES1007-1749',b'DEC/multiepoch/delve/r5918/DES1007-1749/p01',21655936
b'DES1008-0207',b'DEC/multiepoch/delve/r5918/DES1008-0207/p01',21655956
b'DES1008-0958',b'DEC/multiepoch/delve/r5918/DES1008-0958/p01',21655961
b'DES1009+0335',b'DEC/multiepoch/delve/r5918/DES1009+0335/p01',21655969
b'DES1009+0543',b'DEC/multiepoch/delve/r5918/DES1009+0543/p01',21655970
b'DES1009+1917',b'DEC/multiepoch/delve/r5918/DES1009+1917/p01',21655977
b'DES1009+2208',b'DEC/multiepoch/delve/r5918/DES1009+2208/p01',21655979
b'DES1010+2126',b'DEC/multiepoch/delve/r5918/DES1010+2126/p01',21656002
b'DES1010-0416',b'DEC/multiepoch/delve/r5918/DES1010-0416/p01',21656007
b'DES0720+1543',b'DEC/multiepoch/delve/r5918/DES0720+1543/p01',21648838
b'DES0828+1543',b'DEC/multiepoch/delve/r5918/DES0828+1543/p01',21653103
b'DES0853-1832',b'DEC/multiepoch/delve/r5918/DES0853-1832/p02',21654049
b'DES0854+0252',b'DEC/multiepoch/delve/r5918/DES0854+0252/p02',21654054
b'DES0854-2124',b'DEC/multiepoch/delve/r5918/DES0854-2124/p02',21654075
b'DES0855+1709',b'DEC/multiepoch/delve/r5918/DES0855+1709/p02',21654086
b'DES0856+0126',b'DEC/multiepoch/delve/r5918/DES0856+0126/p02',21654106
b'DES0856+0917',b'DEC/multiepoch/delve/r5918/DES0856+0917/p02',21654110
b'DES0858-1707',b'DEC/multiepoch/delve/r5918/DES0858-1707/p01',21654174
b'DES0858-2332',b'DEC/multiepoch/delve/r5918/DES0858-2332/p01',21654178
b'DES0859+0626',b'DEC/multiepoch/delve/r5918/DES0859+0626/p01',21654183
b'DES0901+1543',b'DEC/multiepoch/delve/r5918/DES0901+1543/p02',21654235
b'DES0901+1626',b'DEC/multiepoch/delve/r5918/DES0901+1626/p02',21654236
b'DES0903-2124',b'DEC/multiepoch/delve/r5918/DES0903-2124/p01',21654304
b'DES0905+0500',b'DEC/multiepoch/delve/r5918/DES0905+0500/p01',21654339
b'DES0905+0626',b'DEC/multiepoch/delve/r5918/DES0905+0626/p01',21654340
b'DES0905+2500',b'DEC/multiepoch/delve/r5918/DES0905+2500/p01',21654347
b'DES0905-0624',b'DEC/multiepoch/delve/r5918/DES0905-0624/p01',21654353
b'DES0906+1417',b'DEC/multiepoch/delve/r5918/DES0906+1417/p01',21654364
b'DES0906-0833',b'DEC/multiepoch/delve/r5918/DES0906-0833/p01',21654376
b'DES0906-1041',b'DEC/multiepoch/delve/r5918/DES0906-1041/p01',21654377
b'DES0906-1541',b'DEC/multiepoch/delve/r5918/DES0906-1541/p01',21654380
b'DES0907-0624',b'DEC/multiepoch/delve/r5918/DES0907-0624/p01',21654401
b'DES0908+0209',b'DEC/multiepoch/delve/r5918/DES0908+0209/p01',21654416
b'DES0909+0543',b'DEC/multiepoch/delve/r5918/DES0909+0543/p01',21654436
b'DES0909+2126',b'DEC/multiepoch/delve/r5918/DES0909+2126/p01',21654444
b'DES0910+1626',b'DEC/multiepoch/delve/r5918/DES0910+1626/p01',21654470
b'DES0910+2543',b'DEC/multiepoch/delve/r5918/DES0910+2543/p01',21654474
b'DES0729+1417',b'DEC/multiepoch/delve/r5918/DES0729+1417/p01',21649843
b'DES0747+1917',b'DEC/multiepoch/delve/r5918/DES0747+1917/p01',21650235
b'DES0813-0915',b'DEC/multiepoch/delve/r5918/DES0813-0915/p01',21650992
b'DES0853+1751',b'DEC/multiepoch/delve/r5918/DES0853+1751/p02',21654037
b'DES0859+0043',b'DEC/multiepoch/delve/r5918/DES0859+0043/p01',21654180
b'DES0913-1707',b'DEC/multiepoch/delve/r5918/DES0913-1707/p01',21654560
b'DES0919-0124',b'DEC/multiepoch/delve/r5918/DES0919-0124/p01',21654707
b'DES0924+0418',b'DEC/multiepoch/delve/r5918/DES0924+0418/p01',21654821
b'DES1000-1915',b'DEC/multiepoch/delve/r5918/DES1000-1915/p01',21655766
b'DES1006-1915',b'DEC/multiepoch/delve/r5918/DES1006-1915/p01',21655917
b'DES1008-1458',b'DEC/multiepoch/delve/r5918/DES1008-1458/p01',21655965
b'DES1017-1458',b'DEC/multiepoch/delve/r5918/DES1017-1458/p01',21656192
b'DES1040+1917',b'DEC/multiepoch/delve/r5918/DES1040+1917/p01',21656759
b'DES1045+2625',b'DEC/multiepoch/delve/r5918/DES1045+2625/p01',21656893
b'DES1106+1000',b'DEC/multiepoch/delve/r5918/DES1106+1000/p01',21657427
b'DES1111-0124',b'DEC/multiepoch/delve/r5918/DES1111-0124/p01',21657568
b'DES1117+1543',b'DEC/multiepoch/delve/r5918/DES1117+1543/p01',21657709
b'DES1131+2917',b'DEC/multiepoch/delve/r5918/DES1131+2917/p01',21658077
b'DES1140+1000',b'DEC/multiepoch/delve/r5918/DES1140+1000/p01',21658297
b'DES1152+2417',b'DEC/multiepoch/delve/r5918/DES1152+2417/p01',21658597
b'DES1152-0250',b'DEC/multiepoch/delve/r5918/DES1152-0250/p01',21658603
b'DES1144+0709',b'DEC/multiepoch/delve/r5918/DES1144+0709/p02',21658950
b'DES0822+0001',b'DEC/multiepoch/delve/r5918/DES0822+0001/p01',21652878
b'DES0823-0250',b'DEC/multiepoch/delve/r5918/DES0823-0250/p01',21652919
b'DES0824+2917',b'DEC/multiepoch/delve/r5918/DES0824+2917/p01',21652938
b'DES0824-0333',b'DEC/multiepoch/delve/r5918/DES0824-0333/p01',21652939
b'DES0825+0001',b'DEC/multiepoch/delve/r5918/DES0825+0001/p01',21652946
b'DES0825+1417',b'DEC/multiepoch/delve/r5918/DES0825+1417/p01',21652952
b'DES0808+0709',b'DEC/multiepoch/delve/r5918/DES0808+0709/p02',21652959
b'DES0809+2208',b'DEC/multiepoch/delve/r5918/DES0809+2208/p02',21652976
b'DES0810+0418',b'DEC/multiepoch/delve/r5918/DES0810+0418/p02',21652984
b'DES0825-1415',b'DEC/multiepoch/delve/r5918/DES0825-1415/p01',21653045
b'DES0825-1707',b'DEC/multiepoch/delve/r5918/DES0825-1707/p01',21653049
b'DES0826+0709',b'DEC/multiepoch/delve/r5918/DES0826+0709/p01',21653054
b'DES0826+1334',b'DEC/multiepoch/delve/r5918/DES0826+1334/p01',21653058
b'DES0826+2543',b'DEC/multiepoch/delve/r5918/DES0826+2543/p01',21653063
b'DES0827+0626',b'DEC/multiepoch/delve/r5918/DES0827+0626/p01',21653076
b'DES0827+2208',b'DEC/multiepoch/delve/r5918/DES0827+2208/p01',21653083
b'DES0828+1626',b'DEC/multiepoch/delve/r5918/DES0828+1626/p01',21653104
b'DES0829+0543',b'DEC/multiepoch/delve/r5918/DES0829+0543/p01',21653125
b'DES0829+0709',b'DEC/multiepoch/delve/r5918/DES0829+0709/p01',21653126
b'DES0830+2500',b'DEC/multiepoch/delve/r5918/DES0830+2500/p01',21653156
b'DES0830-0750',b'DEC/multiepoch/delve/r5918/DES0830-0750/p01',21653160
b'DES0830-0915',b'DEC/multiepoch/delve/r5918/DES0830-0915/p01',21653161
b'DES0831+1334',b'DEC/multiepoch/delve/r5918/DES0831+1334/p01',21653171
b'DES0832+2751',b'DEC/multiepoch/delve/r5918/DES0832+2751/p01',21653208
b'DES0833+0917',b'DEC/multiepoch/delve/r5918/DES0833+0917/p01',21653223
b'DES0833-2206',b'DEC/multiepoch/delve/r5918/DES0833-2206/p01',21653238
b'DES0834+0252',b'DEC/multiepoch/delve/r5918/DES0834+0252/p01',21653241
b'DES0834+2625',b'DEC/multiepoch/delve/r5918/DES0834+2625/p01',21653253
b'DES0834-0207',b'DEC/multiepoch/delve/r5918/DES0834-0207/p01',21653256
b'DES0835+2251',b'DEC/multiepoch/delve/r5918/DES0835+2251/p01',21653278
b'DES0837-1458',b'DEC/multiepoch/delve/r5918/DES0837-1458/p01',21653337
b'DES0837-1624',b'DEC/multiepoch/delve/r5918/DES0837-1624/p01',21653339
b'DES0838+1000',b'DEC/multiepoch/delve/r5918/DES0838+1000/p01',21653345
b'DES0838-1207',b'DEC/multiepoch/delve/r5918/DES0838-1207/p01',21653359
b'DES0839+2334',b'DEC/multiepoch/delve/r5918/DES0839+2334/p01',21653374
b'DES0840+0209',b'DEC/multiepoch/delve/r5918/DES0840+0209/p01',21653387
b'DES0734+2126',b'DEC/multiepoch/delve/r5918/DES0734+2126/p01',21649908
b'DES0751+2708',b'DEC/multiepoch/delve/r5918/DES0751+2708/p01',21650299
b'DES0814+2708',b'DEC/multiepoch/delve/r5918/DES0814+2708/p01',21651010
b'DES0810-0416',b'DEC/multiepoch/delve/r5918/DES0810-0416/p02',21652999
b'DES0816-1124',b'DEC/multiepoch/delve/r5918/DES0816-1124/p02',21653023
b'DES0835+1751',b'DEC/multiepoch/delve/r5918/DES0835+1751/p01',21653275
b'DES0844+2834',b'DEC/multiepoch/delve/r5918/DES0844+2834/p01',21653507
b'DES0849-0707',b'DEC/multiepoch/delve/r5918/DES0849-0707/p01',21653637
b'DES0824+0626',b'DEC/multiepoch/delve/r5918/DES0824+0626/p02',21653928
b'DES0842+2543',b'DEC/multiepoch/delve/r5918/DES0842+2543/p02',21653937
b'DES0853-0416',b'DEC/multiepoch/delve/r5918/DES0853-0416/p02',21654043
b'DES0855-1749',b'DEC/multiepoch/delve/r5918/DES0855-1749/p02',21654100
b'DES0856-0416',b'DEC/multiepoch/delve/r5918/DES0856-0416/p02',21654120
b'DES0902-0915',b'DEC/multiepoch/delve/r5918/DES0902-0915/p01',21654277
b'DES0911+0209',b'DEC/multiepoch/delve/r5918/DES0911+0209/p01',21654492
b'DES0928+0626',b'DEC/multiepoch/delve/r5918/DES0928+0626/p01',21654925
b'DES0933-1458',b'DEC/multiepoch/delve/r5918/DES0933-1458/p01',21655072
b'DES0940+1126',b'DEC/multiepoch/delve/r5918/DES0940+1126/p01',21655234
b'DES0941-0833',b'DEC/multiepoch/delve/r5918/DES0941-0833/p01',21655268
b'DES0945+1626',b'DEC/multiepoch/delve/r5918/DES0945+1626/p01',21655367
b'DES0945-0750',b'DEC/multiepoch/delve/r5918/DES0945-0750/p01',21655377
b'DES0948-0041',b'DEC/multiepoch/delve/r5918/DES0948-0041/p01',21655448
b'DES0951-1207',b'DEC/multiepoch/delve/r5918/DES0951-1207/p01',21655531
b'DES1009+2708',b'DEC/multiepoch/delve/r5918/DES1009+2708/p01',21655981
b'DES1014+0126',b'DEC/multiepoch/delve/r5918/DES1014+0126/p01',21656088
b'DES1016-1707',b'DEC/multiepoch/delve/r5918/DES1016-1707/p01',21656165
b'DES1020+1334',b'DEC/multiepoch/delve/r5918/DES1020+1334/p01',21656250
b'DES1036-0124',b'DEC/multiepoch/delve/r5918/DES1036-0124/p01',21656669
b'DES0922+1252',b'DEC/multiepoch/delve/r5918/DES0922+1252/p01',21654778
b'DES0923+0835',b'DEC/multiepoch/delve/r5918/DES0923+0835/p01',21654799
b'DES0923+1043',b'DEC/multiepoch/delve/r5918/DES0923+1043/p01',21654800
b'DES0923-2332',b'DEC/multiepoch/delve/r5918/DES0923-2332/p01',21654819
b'DES0924+1417',b'DEC/multiepoch/delve/r5918/DES0924+1417/p01',21654825
b'DES0924+2751',b'DEC/multiepoch/delve/r5918/DES0924+2751/p01',21654833
b'DES0924-1624',b'DEC/multiepoch/delve/r5918/DES0924-1624/p01',21654842
b'DES0926+2208',b'DEC/multiepoch/delve/r5918/DES0926+2208/p01',21654884
b'DES0926-0333',b'DEC/multiepoch/delve/r5918/DES0926-0333/p01',21654889
b'DES0927+1917',b'DEC/multiepoch/delve/r5918/DES0927+1917/p01',21654904
b'DES0927-0958',b'DEC/multiepoch/delve/r5918/DES0927-0958/p01',21654910
b'DES0928+0043',b'DEC/multiepoch/delve/r5918/DES0928+0043/p01',21654921
b'DES0928+1252',b'DEC/multiepoch/delve/r5918/DES0928+1252/p01',21654930
b'DES0928-0124',b'DEC/multiepoch/delve/r5918/DES0928-0124/p01',21654940
b'DES0929+0252',b'DEC/multiepoch/delve/r5918/DES0929+0252/p01',21654951
b'DES0930+1500',b'DEC/multiepoch/delve/r5918/DES0930+1500/p01',21654982
b'DES0930+1543',b'DEC/multiepoch/delve/r5918/DES0930+1543/p01',21654983
b'DES0932+1834',b'DEC/multiepoch/delve/r5918/DES0932+1834/p01',21655033
b'DES0932-2206',b'DEC/multiepoch/delve/r5918/DES0932-2206/p01',21655047
b'DES0933-0416',b'DEC/multiepoch/delve/r5918/DES0933-0416/p01',21655065
b'DES0933-1624',b'DEC/multiepoch/delve/r5918/DES0933-1624/p01',21655074
b'DES0933-2249',b'DEC/multiepoch/delve/r5918/DES0933-2249/p01',21655077
b'DES0934+1626',b'DEC/multiepoch/delve/r5918/DES0934+1626/p01',21655085
b'DES0934+2251',b'DEC/multiepoch/delve/r5918/DES0934+2251/p01',21655089
b'DES0935+2208',b'DEC/multiepoch/delve/r5918/DES0935+2208/p01',21655112
b'DES0937+1709',b'DEC/multiepoch/delve/r5918/DES0937+1709/p01',21655161
b'DES0937+2751',b'DEC/multiepoch/delve/r5918/DES0937+2751/p01',21655167
b'DES0937-0915',b'DEC/multiepoch/delve/r5918/DES0937-0915/p01',21655171
b'DES0939+0626',b'DEC/multiepoch/delve/r5918/DES0939+0626/p01',21655203
b'DES0939-1624',b'DEC/multiepoch/delve/r5918/DES0939-1624/p01',21655227
b'DES0941-0541',b'DEC/multiepoch/delve/r5918/DES0941-0541/p01',21655267
b'DES0941-1041',b'DEC/multiepoch/delve/r5918/DES0941-1041/p01',21655269
b'DES0941-2206',b'DEC/multiepoch/delve/r5918/DES0941-2206/p01',21655272
b'DES0944+1043',b'DEC/multiepoch/delve/r5918/DES0944+1043/p01',21655336
b'DES0945+1543',b'DEC/multiepoch/delve/r5918/DES0945+1543/p01',21655366
b'DES0719+1252',b'DEC/multiepoch/delve/r5918/DES0719+1252/p01',21648828
b'DES0732+1126',b'DEC/multiepoch/delve/r5918/DES0732+1126/p01',21649878
b'DES0732+1834',b'DEC/multiepoch/delve/r5918/DES0732+1834/p01',21649883
b'DES0740+1543',b'DEC/multiepoch/delve/r5918/DES0740+1543/p02',21650126
b'DES0810+2417',b'DEC/multiepoch/delve/r5918/DES0810+2417/p02',21652996
b'DES0827-1958',b'DEC/multiepoch/delve/r5918/DES0827-1958/p01',21653093
b'DES0835-0541',b'DEC/multiepoch/delve/r5918/DES0835-0541/p01',21653284
b'DES0838-0958',b'DEC/multiepoch/delve/r5918/DES0838-0958/p01',21653358
b'DES0842+0626',b'DEC/multiepoch/delve/r5918/DES0842+0626/p01',21653446
b'DES0910+1209',b'DEC/multiepoch/delve/r5918/DES0910+1209/p01',21654467
b'DES0945-0124',b'DEC/multiepoch/delve/r5918/DES0945-0124/p01',21655373
b'DES0947-1041',b'DEC/multiepoch/delve/r5918/DES0947-1041/p01',21655424
b'DES0956-0124',b'DEC/multiepoch/delve/r5918/DES0956-0124/p01',21655654
b'DES1042-0041',b'DEC/multiepoch/delve/r5918/DES1042-0041/p01',21656819
b'DES1045-0750',b'DEC/multiepoch/delve/r5918/DES1045-0750/p01',21656903
b'DES1051+1000',b'DEC/multiepoch/delve/r5918/DES1051+1000/p01',21657043
b'DES1101-1915',b'DEC/multiepoch/delve/r5918/DES1101-1915/p01',21657315
b'DES1108-0207',b'DEC/multiepoch/delve/r5918/DES1108-0207/p01',21657491
b'DES1110+2708',b'DEC/multiepoch/delve/r5918/DES1110+2708/p01',21657533
b'DES1110-2206',b'DEC/multiepoch/delve/r5918/DES1110-2206/p01',21657549
b'DES1136+0543',b'DEC/multiepoch/delve/r5918/DES1136+0543/p01',21658188
b'DES1146+2500',b'DEC/multiepoch/delve/r5918/DES1146+2500/p02',21659005
b'DES1005+2000',b'DEC/multiepoch/delve/r5918/DES1005+2000/p01',21655879
b'DES1005+2251',b'DEC/multiepoch/delve/r5918/DES1005+2251/p01',21655880
b'DES1005-0624',b'DEC/multiepoch/delve/r5918/DES1005-0624/p01',21655886
b'DES1006+2043',b'DEC/multiepoch/delve/r5918/DES1006+2043/p01',21655903
b'DES1007+0835',b'DEC/multiepoch/delve/r5918/DES1007+0835/p01',21655924
b'DES1007-0833',b'DEC/multiepoch/delve/r5918/DES1007-0833/p01',21655933
b'DES1010-1707',b'DEC/multiepoch/delve/r5918/DES1010-1707/p01',21656010
b'DES1012+2208',b'DEC/multiepoch/delve/r5918/DES1012+2208/p01',21656052
b'DES1012-1624',b'DEC/multiepoch/delve/r5918/DES1012-1624/p01',21656065
b'DES1012-2041',b'DEC/multiepoch/delve/r5918/DES1012-2041/p01',21656067
b'DES1014+1000',b'DEC/multiepoch/delve/r5918/DES1014+1000/p01',21656095
b'DES1014+1500',b'DEC/multiepoch/delve/r5918/DES1014+1500/p01',21656099
b'DES1017+2500',b'DEC/multiepoch/delve/r5918/DES1017+2500/p01',21656182
b'DES1018+1626',b'DEC/multiepoch/delve/r5918/DES1018+1626/p01',21656203
b'DES1019+0626',b'DEC/multiepoch/delve/r5918/DES1019+0626/p01',21656223
b'DES1019-0750',b'DEC/multiepoch/delve/r5918/DES1019-0750/p01',21656239
b'DES1020+0500',b'DEC/multiepoch/delve/r5918/DES1020+0500/p01',21656247
b'DES1020-0915',b'DEC/multiepoch/delve/r5918/DES1020-0915/p01',21656261
b'DES1022+1000',b'DEC/multiepoch/delve/r5918/DES1022+1000/p01',21656301
b'DES1022+2334',b'DEC/multiepoch/delve/r5918/DES1022+2334/p01',21656304
b'DES1023+2126',b'DEC/multiepoch/delve/r5918/DES1023+2126/p01',21656329
b'DES1025+0752',b'DEC/multiepoch/delve/r5918/DES1025+0752/p01',21656377
b'DES1025-1707',b'DEC/multiepoch/delve/r5918/DES1025-1707/p01',21656393
b'DES1026+2126',b'DEC/multiepoch/delve/r5918/DES1026+2126/p01',21656407
b'DES1027+0335',b'DEC/multiepoch/delve/r5918/DES1027+0335/p01',21656424
b'DES1028-0624',b'DEC/multiepoch/delve/r5918/DES1028-0624/p01',21656465
b'DES1029+1751',b'DEC/multiepoch/delve/r5918/DES1029+1751/p01',21656479
b'DES1029-0707',b'DEC/multiepoch/delve/r5918/DES1029-0707/p01',21656490
b'DES1030-2041',b'DEC/multiepoch/delve/r5918/DES1030-2041/p01',21656521
b'DES0727+1043',b'DEC/multiepoch/delve/r5918/DES0727+1043/p01',21649823
b'DES0748+2000',b'DEC/multiepoch/delve/r5918/DES0748+2000/p01',21650245
b'DES0749+2043',b'DEC/multiepoch/delve/r5918/DES0749+2043/p01',21650263
b'DES0752-0541',b'DEC/multiepoch/delve/r5918/DES0752-0541/p01',21650319
b'DES0807-0624',b'DEC/multiepoch/delve/r5918/DES0807-0624/p01',21650866
b'DES0821+0626',b'DEC/multiepoch/delve/r5918/DES0821+0626/p02',21652860
